Tiêu đề,Hãng,Dòng xe,Năm sản xuất,Số Km đã đi,Tình trạng,Hộp số,Nhiên liệu,Xuất xứ,Giá,Kiểu Dáng,Số Chỗ,Dung tich
VINFAST LUX A2.0 PLUS SX 2022 ĐI SÁU NGHÌN KM,Vinfast,1083,2020,6000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,650.000.000 đ,,,0
huyndai i20 nhập khẩu,Hyundai,i20,2011,83655.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,258.000.000 đ,Hatchback,5 ,1.4
CX5 2.0 prenium 2022,Mazda,cx5,2022,36138.0,Đã sử dụng,Tự động,Xăng,Việt Nam,785.000.000 đ,SUV,5 ,2.0
Mitsubishi Zinger 2011 cọp,Mitsubishi,zinger,2011,60000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,320.000.000 đ,SUV,8 ,2.4
matiz se color cọp,Daewoo,matiz,2008,170000.0,Đã sử dụng,Số sàn,Xăng,,67.000.000 đ,Hatchback,5 ,0.8
HYUNDAI AVANTE 2012 1.6 AT (TỰ ĐỘNG),Hyundai,avante,2012,115000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,295.000.000 đ,Sedan,5 ,1.6
Hãng Ford bán Ranger Limited 4x4Thái 2021 Odo 9000,Ford,ranger,2021,9000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,662.000.000 đ,Bán tải / Pickup,5 ,2.0
Mercedes E 200 V1 siêu lướt 2022,Mercedes Benz,eclass,2022,15.0,Đã sử dụng,Tự động,Xăng,Việt Nam,2.149.000.000 đ,Sedan,5 ,2.0
Honda CRV 2.4 2016 xe cực chất,Honda,crv,2016,14000.0,Đã sử dụng,Tự động,Xăng,,575.000.000 đ,SUV,5 ,2.4
Can ban ngay cx5 2.0 2022,Mazda,cx5,2022,20000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,785.000.000 đ,SUV,5 ,2.0
Hãng FORD bán RANGER WILDTRAK Biturbo Thái có BH,Ford,ranger,2020,24000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,720.000.000 đ,Bán tải / Pickup,5 ,2.0
Honda Civic RS 2023 đỏ mới mua tháng 3,Honda,civic,2023,5000.0,Đã sử dụng,Tự động,Xăng,Thái Lan,820.000.000 đ,Sedan,5 ,1.5
Chevrolet Cruze 1.8 LTZ 2014 rất mới,Chevrolet,cruze,2014,40000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,285.000.000 đ,Sedan,5 ,1.8
BMW 430i Msport  2022 SIÊU LƯỚT 6000 KM,BMW,4series,2022,6000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,2.999.000.000 đ,Coupe,4 ,2.0
Peugeot 208 1.6AT nhập Pháp 2015 chạy 2017 rất đep,Peugeot,208,2015,63000.0,Đã sử dụng,Tự động,Xăng,Nước khác,348.000.000 đ,Hatchback,5 ,1.6
Kia Carnival  2023 siêu lướt 3000 km biển HCM,Kia,carnival,2023,3000.0,Đã sử dụng,Tự động,Dầu,Hàn Quốc,1.279.000.000 đ,Van/Minivan,8 ,2.2
🟢Chính Hãng Ford Bán Ecosport 1.5 Titanium,Ford,ecosport,2014,81000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,320.000.000 đ,SUV,5 ,1.5
Hyundai Tucson 2.0 ATH 2019 Model 2020 Lướt 2v7km,Hyundai,tucson,2019,27000.0,Đã sử dụng,Tự động,Xăng,,660.000.000 đ,Crossover,5 ,2.0
Vinfast Lux A 2.0 sản xuất 2022 siêu lướt 🔥🔥🔥,Vinfast,luxa2.0,2022,14000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,615.000.000 đ,,,0
"Kia Carnival 2.2D Premium 2021, Trả Trước Từ 380tr",Kia,carnival,2021,50000.0,Đã sử dụng,Tự động,Dầu,Việt Nam,1.190.000.000 đ,Van/Minivan,8 ,2.2
Mercedes Benz C200 Avantgarde 2023  siêu lướt,Mercedes Benz,cclass,2023,7000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,1.429.000.000 đ,Sedan,5 ,3.0
EM CẦN MUA XE: CITY- CIVIC - ACCORD,Honda,civic,2020,1234.0,Đã sử dụng,,,Đang cập nhật,900.000.000 đ,Sedan,5 ,1.5
Cực Hot Mercedes E200 Sản Xuất 2017 Hỗ Trợ Vay Cao,Mercedes Benz,eclass,2017,60000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,1.099.000.000 đ,Sedan,5 ,2.0
Mercedes Benz C Class C200 2017- Màu Xanh Hot,Mercedes Benz,cclass,2017,80000.0,Đã sử dụng,Tự động,Xăng,,739.000.000 đ,Sedan,5 ,3.0
Mitshubishi Outlander Sport 2016 - Bản nhập khẩu,Mitsubishi,outlandersport,2016,50000.0,Đã sử dụng,Tự động,Xăng,,490.000.000 đ,SUV / Cross over,,0
MERCEDES C Class C200 CGI SX  2010 MỚI XUẤT SẮC,Mercedes Benz,cclass,2010,120000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,305.000.000 đ,Sedan,5 ,3.0
Toyota Innova 2015 2.0E,Toyota,innova,2015,117836.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,370.000.000 đ,Crossover,8 ,2.0
Bán Xe Honda City RS 2022 Siêu Lướt,Honda,city,2022,17998.0,Đã sử dụng,Tự động,Xăng,Việt Nam,510.000.000 đ,Sedan,5 ,1.5
vios 1.5G 2007 che nắng che mưa chạy ngon,Toyota,vios,2007,163000.0,Đã sử dụng,Số sàn,Xăng,,135.000.000 đ,Sedan,5 ,1.5
"🚗Porsche Panamera 4S sx 2010 siêu mới, zin đét",Porsche,panamera,2010,73000.0,Đã sử dụng,Bán tự động,Xăng,,999.000.000 đ,Sedan,4 ,3.6
Chính chủ bán xe Toyota Camry 2.2 GLi đời 2001,Toyota,camry,2001,180000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,168.000.000 đ,Sedan,5 ,2.5
Vios MT 2017,Toyota,vios,2017,3999.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,390.000.000 đ,Sedan,5 ,1.5
COROLLA CROSS 1.8G 2020 XE ĐẸP - HỖ TRỢ VAY,Toyota,corollacross,2020,58000.0,Đã sử dụng,5,Xăng,,670.000.000 đ,SUV / Cross over,,0
Cần đổi đời cao bán lại innova 2015 số sàn,Toyota,innova,2015,200000.0,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,345.000.000 đ,Crossover,8 ,2.0
INNOVA 2011 G ĐÚNG CHẤT XE GIA ĐÌNH,Toyota,innova,2011,99000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,285.000.000 đ,Crossover,8 ,2.0
FORD EXPLOER 2019 ĐĂNG KÝ 10/2020,Ford,explorer,2019,64999.0,Đã sử dụng,Tự động,Xăng,Thái Lan,1.229.000.000 đ,SUV,7 ,3.0
Mercedes Benz C200 Plus 2022 siêu lướt,Mercedes Benz,cclass,2021,9000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,1.499.000.000 đ,Sedan,5 ,3.0
Toyota Camry 2.0 nhập Đài xe đi cực chất,Toyota,camry,2009,21000.0,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,355.000.000 đ,Sedan,5 ,2.5
gia đình cần bán morning 2022 số sàn,Kia,morning,2022,28000.0,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,305.000.000 đ,Hatchback,5 ,1.2
"TIẾT KIỆM 600TR, BMW 530i M-Sport ĐK 2023,Đi 2k KM",BMW,5series,2022,2000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,2.688.000.000 đ,Sedan,5 ,2.0
CARNIVAL 2.2D SIGNATUTE 2022 LƯỚT 1 VẠN SIÊU MỚI,Kia,carnival,2022,10000.0,Đã sử dụng,Tự động,Dầu,Việt Nam,1.320.000.000 đ,Van/Minivan,8 ,2.2
"Kia Carnival 2023 7C Lướt 14k Lỗ 200tr, Biển HCM",Kia,carnival,2023,14000.0,Đã sử dụng,Tự động,Dầu,Hàn Quốc,1.299.000.000 đ,Van/Minivan,8 ,2.2
🟢Chính Hãng Ford Bán Transit 16c 2022,Ford,transit,2022,61000.0,Đã sử dụng,Số sàn,Dầu,Việt Nam,725.000.000 đ,Van/Minivan,16 ,2.2
Ford EcoSport 1.5 Titanium 2020 Odo 37000km Ko Lỗi,Ford,ecosport,2020,37000.0,Đã sử dụng,Tự động,Xăng,,475.000.000 đ,SUV,5 ,1.5
Huyndai Santafe 2.4 ĐB model 2019 cực chất 🔥🔥🔥,Hyundai,santafe,2018,68000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,748.000.000 đ,SUV,7 ,2.2
"Hyundai Tucson 2.0 Full Dầu 2018, BH 12 Tháng",Hyundai,tucson,2018,70000.0,Đã sử dụng,Tự động,Dầu,Việt Nam,665.000.000 đ,Crossover,5 ,2.0
Mercedes Benz C200 Exclusive model 2022 48k miles,Mercedes Benz,cclass,2022,48000.0,Đã sử dụng,Tự động,Xăng,,1.149.000.000 đ,Sedan,5 ,3.0
HYUNDAI SANTAFE 7 CHỖ FULL XĂNG XE ĐẸP GIÁ RẺ,Hyundai,santafe,2020,39000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,849.000.000 đ,SUV,7 ,2.2
Mercedes C300 AMG 2019 Xuất HĐ Cao,Mercedes Benz,cclass,2019,55000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,1.199.000.000 đ,Sedan,5 ,3.0
Kia Carnival Premium 2.2D 2021 8 chỗ màu đỏ,Kia,carnival,2021,30000.0,Đã sử dụng,Tự động,Dầu,Việt Nam,1.110.000.000 đ,Van/Minivan,8 ,2.2
Mercedes Benz E Class E300 AMG Model 2017.51F,Mercedes Benz,eclass,2016,70000.0,Đã sử dụng,Tự động,Xăng,Đức,1.268.000.000 đ,Sedan,5 ,2.0
KIA SPORTAGE 2.0D GIÁ TỐT- RINH NGAY,Kia,sportage,2022,,Mới,Tự động,Xăng,Việt Nam,909.000.000 đ,Crossover,5 ,1.6
bán chiếc xe toyota hiace 16 chỗ chở nhân viên.,Toyota,hiace,2005,123000.0,Đã sử dụng,Số sàn,Xăng,,95.000.000 đ,Van/Minivan,16 ,2.7
Cần bán Ford Everest 2008 máy dầu 1 cầu,Ford,everest,2008,5000.0,Đã sử dụng,Tự động,Dầu,,205.000.000 đ,SUV,7 ,2.5
HONDA CITY CVT SX 2017 STĐ TƯ NHÂN SỬ DỤNG,Honda,city,2017,75000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,360.000.000 đ,Sedan,5 ,1.5
"Toyota Vios E CVT 2018 Biển TP, Hỗ Trợ Bank 70%",Toyota,vios,2018,72000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,399.000.000 đ,Sedan,5 ,1.5
Mazda cx5 2.0 2016 màu xanh cavasite .,Mazda,cx5,2016,30000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,545.000.000 đ,SUV,5 ,2.0
Hyundai Elantra 1.8 AT số tự động nhập Hàn Quốc,Hyundai,elantra,2013,130000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,299.000.000 đ,Sedan,5 ,1.6
Morning S 2019,Kia,morning,2019,36789.0,Đã sử dụng,Tự động,Xăng,Việt Nam,320.000.000 đ,Hatchback,5 ,1.2
Toyota Vios E 2020 AT Chính chủ. Chạy gần 2 vạn km,Toyota,vios,2020,18000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,465.000.000 đ,Sedan,5 ,1.5
CITY 2020 SỐ TỰ ĐỘNG SIÊU MỚI,Honda,city,2020,37000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,425.000.000 đ,Sedan,5 ,1.5
Hãng Ford bán Everest Titanium 2 cầu 2018 Odo 24k,Ford,everest,2018,24000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,913.000.000 đ,SUV,7 ,2.5
cần bán gấp,Ford,transit,2018,157000.0,Đã sử dụng,Số sàn,Dầu,Việt Nam,555.000.000 đ,Van/Minivan,16 ,2.2
Toyota Fortuner 2.5g mt sx 2017,Toyota,fortuner,2017,16000.0,Đã sử dụng,Số sàn,Dầu,,705.000.000 đ,SUV,7 ,2.4
audi Q7 sx 2008,Audi,q7,2008,108000.0,Đã sử dụng,Tự động,Xăng,,380.000.000 đ,SUV,7 ,3.6
Cần tìm chủ mới,Mitsubishi,xpander,2020,69000.0,Đã sử dụng,Số sàn,Xăng,Nước khác,415.000.000 đ,SUV,7 ,1.5
KIA CARNIVAL SIGNATUR 2021 MÁY DẦU 7GHẾ CAO CẤP,Kia,carnival,2021,39000.0,Đã sử dụng,Tự động,Dầu,Việt Nam,1.280.000.000 đ,Van/Minivan,8 ,2.2
"XpanderCross 2021 Siêu Lướt 16,000km Zin Mới Tinh",Mitsubishi,xpandercross,2021,16200.0,Đã sử dụng,Tự động,Xăng,,575.000.000 đ,SUV,7 ,1.5
VOLKSWAGEN TOUAREG 2016 - CHÍNH HÃNG - TỪ 1 TỶ,Volkswagen,touareg,2016,80000.0,Đã sử dụng,Tự động,Xăng,Đức,1.199.000.000 đ,SUV,5 ,2.0
Xe nhà dư dùng cần bán,Mitsubishi,zinger,2009,100000.0,Đã sử dụng,Số sàn,Xăng,,180.000.000 đ,SUV,8 ,2.4
Mercedes Benz GLC200 2022 siêu lướt BH đến 2025,Mercedes Benz,glcclass,2022,5000.0,Đã sử dụng,Tự động,Xăng,,1.569.000.000 đ,SUV / Cross over,,0
bán xe inoval số tự động,Toyota,innova,2019,17000.0,Đã sử dụng,Tự động,Xăng,,660.000.000 đ,Crossover,8 ,2.0
PEUGEOT 3008 ALLURE SX2019 XE ĐẸP KHÔNG LỖI NHỎ,Peugeot,3008,2019,35000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,688.000.000 đ,Crossover,5 ,1.6
Mercedes C300 AMG Model 2019 Nội Thất Nâu Bank 80%,Mercedes Benz,cclass,2018,43000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,1.099.000.000 đ,Sedan,5 ,3.0
"i10 2021, Đ.KÝ 2022, BẢN ĐỦ, ĐI ĐÚNG 9000KM, 290TR",Hyundai,grandi10,2021,9000.0,Đã sử dụng,Số sàn,Xăng,,290.000.000 đ,Sedan,5 ,1.2
Mercedes Benz C Class C 200 Exclusive 2021 Lướt 3v,Mercedes Benz,cclass,2021,31000.0,Đã sử dụng,Tự động,Xăng,Đức,1.268.000.000 đ,Sedan,5 ,3.0
"Honda Civic đời 2014, STĐ, bản đủ 2.0",Honda,civic,2014,299.0,Đã sử dụng,Tự động,Xăng,Việt Nam,395.000.000 đ,Sedan,5 ,1.5
XE MAZDA BT 50 SX 2015 FORM MỚI 4x4 MT,Mazda,bt50,2015,95000.0,Đã sử dụng,Số sàn,Dầu,Thái Lan,330.000.000 đ,Bán tải / Pickup,5 ,2.2
Mitsubishi Xpander AT 2021 rất mới,Mitsubishi,xpander,2021,49000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,530.000.000 đ,SUV,7 ,1.5
"Mercedes C300 AMG 2016 , màu trắng nội thất đen .",Mercedes Benz,cclass,2016,46000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,895.000.000 đ,Sedan,5 ,3.0
"Cầm tìm mua xe ô tô cũ , hoa hồng cho người gthiệu",Toyota,vios,2019,20000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,300.000.000 đ,Sedan,5 ,1.5
𝐅𝐨𝐫𝐝 𝐑𝐚𝐧𝐠𝐞𝐫 𝟐𝟎𝟐𝟏 𝐗𝐋𝐒 𝟒𝐱𝟐 𝐀𝐓-Chất Xe Đẹp-Odo 3v3Km,Ford,ranger,2021,33600.0,Đã sử dụng,Tự động,Dầu,Thái Lan,579.000.000 đ,Bán tải / Pickup,5 ,2.0
Bán Everest 4x2 sản xuất 2020,Ford,everest,2020,65000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,875.000.000 đ,SUV,7 ,2.5
cần bán xe toyota cross đời cuối 2021 Bản G lướt 💯,Toyota,corollacross,2021,21000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,695.000.000 đ,,,0
"FADIL 2022 LƯỚT 14.000 Km, SƠN ZIN 100%, BAO TEST",Vinfast,fadil,2022,14000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,319.000.000 đ,,,0
Vios G 2013,Toyota,vios,2013,93896.0,Đã sử dụng,Tự động,Xăng,Việt Nam,330.000.000 đ,Sedan,5 ,1.5
KIA MORNING 2020 12.000 KM - SIÊU LƯỚT,Kia,morning,2020,12000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,333.000.000 đ,Hatchback,5 ,1.2
Ford Ranger Wildtrak 2021 Odo 24.000 Xe Hãng Ford,Ford,ranger,2020,24000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,724.000.000 đ,Bán tải / Pickup,5 ,2.0
gia đình cần ra đi ford ecosport sx2019,Ford,ecosport,2019,65000.0,Đã sử dụng,Tự động,Xăng,,435.000.000 đ,SUV,5 ,1.5
"🚗 MG5 Luxury sx 2022 siêu mới, tư nhân chính chủ",MG,5,2022,20000.0,Đã sử dụng,Tự động,Xăng,,475.000.000 đ,Sedan,5 ,1.5
Ford EcoSport 1.0 EcoBoot 2019,Ford,ecosport,2019,70000.0,Đã sử dụng,Tự động,Xăng,,430.000.000 đ,SUV,5 ,1.5
"✅ 𝐕𝐈𝐍𝐅𝐀𝐒𝐓 𝐅𝐀𝐃𝐈𝐋 2022 ĐI LƯỚT, CÒN RẤT MỚI, MỚI 99%",Vinfast,fadil,2022,22000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,318.000.000 đ,,,0
Mini Cooper S MT 1.6L siêu hiếm Model 2015,Mini,cooper,2004,61000.0,Đã sử dụng,Số sàn,Xăng,Nước khác,509.000.000 đ,Hatchback,4 ,2.0
Suzuki Swift GLX 1.2 AT 2021 giá êm,Suzuki,swift,2021,14000.0,Đã sử dụng,Tự động,Xăng,Thái Lan,495.000.000 đ,Hatchback,5 ,1.2
Honda CRV 2.4 AT 2014,Honda,crv,2014,100000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,508.000.000 đ,SUV,5 ,2.4
KIA K3 2.0 Premium (Xanh) - Lướt 20.000 km - BSTP,Kia,k3,2022,20000.0,Đã sử dụng,Tự động,Xăng,,590.000.000 đ,Sedan,5 ,1.6
Focus Titanium 2.0L AT 2015 gốc SG Hãng bán có BH,Ford,focus,2015,66000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,358.000.000 đ,Sedan,5 ,2.0
VW Virtus - SEDAN ĐỨC TỪ 699TR - SẴN XE LÁI THỬ,Volkswagen,virtus,2023,,Mới,Tự động,Xăng,Đức,699.000.000 đ,Sedan,5 ,1.0
Ban faidid chính chủ,Vinfast,fadil,2022,20000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,305.000.000 đ,,,0
XE CHÍNH CHỦ - HONDA CITY 2018 - CHẠY KĨ NHƯ MỚI,Honda,city,2018,230000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,370.000.000 đ,Sedan,5 ,1.5
Mercedes Benz GLE400 4Matic 1 chủ bác sĩ nổi tiếng,Mercedes Benz,gleclass,2015,94000.0,Đã sử dụng,Tự động,Xăng,Mỹ,1.199.000.000 đ,Coupe,5 ,3.0
🚘💥Xe Mercedes GLK 300 4MATIC sx 2009 odo 13v 💥🚘,Mercedes Benz,glkclass,2009,130000.0,Đã sử dụng,Tự động,Xăng,,355.000.000 đ,SUV,5 ,3.0
KIA K3 2.0 PREMIUM TITAN XE ĐẸP LƯỚT GIÁ RẺ,Kia,k3,2022,27500.0,Đã sử dụng,Tự động,Xăng,Việt Nam,579.000.000 đ,Sedan,5 ,1.6
Mercedes A200 Model 2014 Nhập Đức 1 Chủ Biển Số SG,Mercedes Benz,aclass,2013,86000.0,Đã sử dụng,Tự động,Xăng,Đức,399.000.000 đ,,,0
MAZDA cx5 2.0 luxury siêu mới,Mazda,cx5,2020,18000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,685.000.000 đ,SUV,5 ,2.0
Merc C200 Sx2016 Siêu Mới,Mercedes Benz,cclass,2016,70000.0,Đã sử dụng,Tự động,Xăng,Đức,738.000.000 đ,Sedan,5 ,3.0
Toyota prador 2004 - Máy 2.7 - 2 cầu,Toyota,prado,2004,5000.0,Đã sử dụng,Tự động,Xăng,Nước khác,385.000.000 đ,SUV,7 ,2.7
KIA RIO NHẬP KHẨU SX 2014 STĐ,Kia,rio,2014,90000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,300.000.000 đ,Sedan,5 ,1.4
Hond Crv 2.4 TG 2015 rất mới,Honda,crv,2015,100000.0,Đã sử dụng,Tự động,Xăng,Nước khác,545.000.000 đ,SUV,5 ,2.4
xe 7 chổ XL7 2022 còn vài xe giá tốt giao ngay,Suzuki,xl7,2022,,Đã sử dụng,Tự động,Xăng,Nước khác,569.000.000 đ,SUV,7 ,1.5
"✅ 𝐕𝐈𝐍𝐅𝐀𝐒𝐓 𝐅𝐀𝐃𝐈𝐋 2022 ĐI CỰC LƯỚT 14,000Km, MỚI 99%",Vinfast,fadil,2022,14000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,319.000.000 đ,,,0
Mazda cx5 2.0 2021 màu đỏ bản Premium,Mazda,cx5,2021,38000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,755.000.000 đ,SUV,5 ,2.0
Ford Everest 2022 Trắng Titanium 2 cầu siêu lướt,Ford,everest,2022,25000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,1.360.000.000 đ,SUV,7 ,2.5
C300 Plus AMG cuối 2013 xe rất đẹp,Mercedes Benz,cclass,2013,118000.0,Đã sử dụng,Tự động,Xăng,Đang cập nhật,468.000.000 đ,Sedan,5 ,3.0
WILDTRAK 3.2 SX 2016 TỰ ĐỘNG 2 CẦU  CTY XUẤT HĐ,Ford,ranger,2016,75000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,518.000.000 đ,Bán tải / Pickup,5 ,2.0
Cần tìm mua xe ô tô cũ,Mitsubishi,attrage,2020,50000.0,Đã sử dụng,Số sàn,Xăng,Thái Lan,250.000.000 đ,Sedan,5 ,1.2
Xe đẹp long lanh,Peugeot,3008,2015,12000.0,Đã sử dụng,Tự động,Xăng,Đức,385.000.000 đ,Crossover,5 ,1.6
𝐂𝐫𝐞𝐭𝐚 𝟐𝟎𝟐𝟑 𝐂𝐚𝐨 𝐂𝐚̂́𝐩-Siêu Lướt 4800Km-Siêu Mới 99%,Hyundai,creta,2023,4826.0,Đã sử dụng,Tự động,Xăng,Nước khác,699.000.000 đ,Crossover,5 ,1.5
Ford Everest 2008 số tự động đẹp chất full đồ chơi,Ford,everest,2008,50000.0,Đã sử dụng,Tự động,Dầu,Việt Nam,260.000.000 đ,SUV,7 ,2.5
toyota Wigo 2019 số sàn cực zin,Toyota,wigo,2019,86.0,Đã sử dụng,Số sàn,Xăng,Nhật Bản,270.000.000 đ,Hatchback,5 ,1.2
xe cần bán gấp xe 3008,Peugeot,3008,2020,48100.0,Đã sử dụng,Tự động,Xăng,Nước khác,690.000.000 đ,Crossover,5 ,1.6
Bán tucson 2.0 xăng đặc biệt sx 2018,Hyundai,tucson,2018,50000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,615.000.000 đ,Crossover,5 ,2.0
FADIL 2022 SƠN ZIN 100% NGUYÊN XE. BAO TEST HÃNG!,Vinfast,fadil,2022,22000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,319.000.000 đ,,,0
Innova 2.0 MT 2017,Toyota,innova,2017,80389.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,460.000.000 đ,Crossover,8 ,2.0
Chevrolet Spart (Mẫu mới) tải Van 2người /238 kg,Chevrolet,spark,2018,51000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,168.000.000 đ,Hatchback,5 ,0.8
Ford Fiesta,Ford,fiesta,2012,48000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,235.000.000 đ,Hatchback,5 ,1.0
HR-V 2019 BẢN L-SIÊU LƯỚT,Honda,hrv,2019,7500.0,Đã sử dụng,Tự động,Xăng,Thái Lan,620.000.000 đ,Crossover,5 ,1.8
Laceti es 2010,Daewoo,lacetti,2010,120000.0,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,178.000.000 đ,Sedan,5 ,1.6
Hãng Ford bán Raptor 2020 nhập Thái Lan Odo 69k,Ford,ranger,2020,69000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,955.000.000 đ,Bán tải / Pickup,5 ,2.0
Xe MG5 mới 2023 miễn trước bạ ( Trả trước 80TR ),MG,5,2023,,Mới,Tự động,Xăng,Thái Lan,523.000.000 đ,Sedan,5 ,1.5
cần bán xe ford fiesta sx2012,Ford,fiesta,2012,40000.0,Đã sử dụng,Tự động,Xăng,,245.000.000 đ,Hatchback,5 ,1.0
Bán Raptor sx 2021 đki 2022 ( biển A ) 42000km,Ford,ranger,2021,42000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,1.050.000.000 đ,Bán tải / Pickup,5 ,2.0
City Top 2018 Odo 22.000km nhiều Option,Honda,city,2018,22000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,405.000.000 đ,Sedan,5 ,1.5
cần bán gấp vios sx 2020 bản E tự động xe gia đinh,Toyota,vios,2020,52000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,412.000.000 đ,Sedan,5 ,1.5
Bán xe Audi A6 TFSI Model 2015,Audi,a6,2014,,Đã sử dụng,Tự động,Xăng,Đức,639.000.000 đ,Sedan,5 ,2.0
Bán xe Toyota Cressida 1996 / 2.4,Toyota,cressida,1996,300000.0,Đã sử dụng,Số sàn,Xăng,Nhật Bản,95.000.000 đ,Sedan,5 ,2.4
Xả kho Stargazer bản đặc biệt giá siêu hời,Hyundai,stargazer,2022,,Mới,Tự động,Xăng,Nước khác,524.000.000 đ,Van/Minivan,7 ,1.5
Bán xe suzuki carry 7 chỗ không niên hạn đẹp mê ly,Suzuki,apv,2002,60000.0,Đã sử dụng,Số sàn,Xăng,Nhật Bản,111.111.111 đ,SUV,8 ,1.6
❤MERCEDES C200 EXCLUSIVE xe cực chất bao check,Mercedes Benz,cclass,2020,17000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,1.125.000.000 đ,Sedan,5 ,3.0
Fortuner Dầu Tự Đông 2021 Biển SG Còn Thương Lượng,Toyota,fortuner,2021,15000.0,Đã sử dụng,Tự động,Dầu,Đang cập nhật,960.000.000 đ,SUV,7 ,2.4
Mazda 2 Sport 2021 rất mới,Mazda,2,2021,24000.0,Đã sử dụng,Tự động,Xăng,Thái Lan,445.000.000 đ,Sedan,5 ,1.5
Taplo xe oto,Mercedes Benz,aclass,1983,10000.0,Đã sử dụng,Số sàn,Xăng,Đang cập nhật,10.000.000 đ,,,0
"Accent AT Đặc Biệt 2021- Lướt 23,000km BSTP ko Lỗi",Hyundai,accent,2021,23452.0,Đã sử dụng,Tự động,Xăng,,468.000.000 đ,Sedan,5 ,1.4
Volkswagen Teramont - Giá chỉ từ 2.099 TỶ - SẴN XE,Volkswagen,teramont,2023,,Mới,Tự động,Xăng,Đức,2.099.000.000 đ,SUV,7 ,2.0
"Honda Civic RS cuối 2020 Odo 57,000km",Honda,civic,2020,57000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,645.000.000 đ,Sedan,5 ,1.5
"Siêu lướt Mercedes Benz GLC200 đen kem, 5000 miles",Mercedes Benz,glcclass,2022,5000.0,Đã sử dụng,Tự động,Xăng,,1.569.000.000 đ,SUV / Cross over,,0
Mercedes E300 AMG Model 2017 Full Option 01 Chủ,Mercedes Benz,eclass,2016,87000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,1.268.000.000 đ,Sedan,5 ,2.0
